303,309,324,327,346,349,358,374,381,393
310,316,327,329,343,345,346,353,378,388
302,305,329,353,361,367,371,373,375,379
314,318,323,327,338,349,353,360,391,394
308,310,315,332,338,351,362,363,386,391
304,305,308,338,346,355,357,369,374,396
309,313,324,330,334,339,360,382,387,399
304,312,322,328,344,368,377,383,390,394
304,315,331,332,338,357,364,373,379,383
323,338,339,360,361,370,378,380,386,400
310,322,326,343,344,358,379,390,392,397
301,306,311,333,334,354,362,365,378,400
305,306,325,332,352,357,378,395,396,400
339,346,347,361,369,372,391,392,394,399
302,304,320,327,333,345,358,366,370,398
301,309,315,334,349,361,391,394,396,398
301,310,315,317,336,338,345,368,372,379
301,326,344,357,359,361,380,384,390,394
301,303,320,328,335,351,356,359,370,372
305,307,308,311,319,328,332,334,360,391
301,323,326,330,331,350,362,368,398,399
301,308,329,338,360,367,373,378,380,400
306,327,328,332,344,355,361,363,378,385
313,325,339,352,354,368,372,381,384,399
303,313,320,321,325,326,330,335,338,354
304,308,338,341,345,358,359,366,378,398
304,307,335,366,369,370,373,378,385,393
307,329,351,354,360,361,378,380,390,395
310,316,318,320,333,360,361,379,380,386
301,312,328,342,360,366,370,373,376,394
305,309,327,343,350,353,358,367,385,398
305,317,351,354,357,363,368,371,390,397
307,309,312,331,342,349,353,379,392,398
303,308,312,316,321,339,346,385,394,397
305,343,351,363,365,371,373,386,389,400
307,310,318,321,328,331,336,362,375,389
325,326,341,346,362,364,370,372,389,394
305,313,326,345,355,368,376,381,386,389
303,309,314,322,325,341,344,378,387,389
308,335,340,343,359,361,367,387,388,398
306,321,333,346,350,360,373,376,377,398
302,332,336,338,344,361,373,378,385,395
302,303,309,324,327,344,368,375,387,396
303,314,323,335,337,360,372,393,396,399
307,317,338,347,370,376,379,384,391,392
315,321,339,341,345,363,370,380,388,389
302,306,309,324,326,334,373,386,390,393
307,327,334,356,361,376,379,386,388,390
302,323,342,344,349,354,361,380,382,398
306,307,315,317,323,339,344,376,397,400
310,326,343,353,375,377,381,387,389,399
314,317,319,342,344,351,360,380,389,392
301,310,317,326,337,349,359,373,377,396
316,333,338,341,342,358,361,383,384,388
312,315,332,334,351,367,368,369,381,396
304,305,317,326,329,332,346,350,369,392
307,321,322,326,340,350,375,376,387,388
311,332,336,340,342,347,351,384,395,399
325,338,342,355,356,360,367,372,385,390
315,320,339,341,347,349,367,374,389,399
305,315,320,325,330,331,351,358,398,399
338,342,355,357,365,369,375,384,391,398
309,317,327,329,351,358,368,377,380,399
319,337,350,357,362,378,387,391,393,400
307,308,311,322,351,361,363,366,368,369
305,309,313,322,323,344,353,358,365,392
302,319,321,329,341,344,360,372,385,395
302,308,329,348,357,358,360,388,394,397
314,322,324,330,331,333,353,379,389,391
303,318,347,361,377,378,384,387,389,397
322,323,332,342,345,350,355,380,381,395
311,322,328,332,339,343,355,360,371,373
302,317,327,344,354,366,386,388,390,397
303,311,314,330,331,342,353,381,386,396
311,337,343,351,352,360,368,379,387,392
331,335,337,348,352,355,381,390,399,400
313,326,328,343,348,351,354,364,376,381
322,323,326,348,366,374,385,396,398,400
301,310,340,345,353,358,366,368,377,399
302,303,312,317,319,321,349,351,368,384
308,338,340,355,361,363,365,368,369,398
307,314,315,329,332,352,365,366,374,387
314,319,334,340,352,357,359,362,368,380
316,317,331,336,343,349,367,396,398,399
318,325,326,330,335,341,371,381,387,399
305,316,329,337,348,380,383,388,389,395
302,325,332,343,349,357,364,365,372,385
305,308,316,324,334,339,365,373,378,379
304,306,314,319,321,322,348,353,355,374
314,316,323,336,358,365,372,375,393,400
329,330,334,336,339,342,359,390,393,397
314,319,322,344,353,359,360,366,382,400
309,329,345,347,348,359,361,376,380,389
311,316,319,328,347,351,355,386,394,400
307,324,327,337,366,372,387,389,391,398
301,311,327,331,363,366,367,369,371,382
309,313,322,333,345,371,373,377,380,398
305,315,320,321,328,340,353,359,373,376
306,308,314,339,350,360,372,373,386,397
314,320,321,337,341,345,363,372,394,399
