18,22,34,42,51,54,56,64,69,72
10,14,18,29,34,42,51,62,69,75
8,12,15,18,29,34,42,54,62,69
10,14,18,29,34,42,51,54,69,75
8,14,18,34,51,54,63,64,69,75
1,12,18,29,52,62,64,69,74,75
18,22,29,32,34,42,51,64,69,72
18,22,29,34,42,51,54,69,70,75
10,14,18,22,29,34,51,54,69,75
14,18,29,34,54,62,64,68,69,70
8,12,14,18,34,54,64,69,70,75
14,18,34,42,54,62,64,69,70,75
8,12,14,18,34,54,56,64,69,75
18,22,29,42,51,54,64,69,72,75
10,18,22,29,51,54,64,69,72,75
18,22,29,34,42,51,54,69,72,75
10,18,29,34,42,51,54,64,69,75
3,7,11,18,19,20,21,29,56,64
14,18,29,34,51,54,62,69,70,75
10,18,22,29,34,51,54,69,72,75
1,9,18,29,33,37,51,52,72,74
10,18,29,34,36,42,62,66,69,75
10,14,18,29,34,36,51,62,69,75
18,19,29,36,51,52,56,64,69,72
10,18,22,29,36,42,51,64,69,75
8,12,14,18,34,54,56,62,69,75
10,14,18,29,34,36,54,62,69,75
10,18,29,36,42,51,54,64,69,75
8,14,17,18,29,34,54,64,69,70
14,17,18,23,29,34,54,64,69,70
14,18,29,34,42,51,54,69,72,75
10,18,29,34,36,42,54,62,69,75
8,12,14,18,19,29,34,68,69,70
10,18,29,34,36,42,51,64,69,75
14,18,22,29,42,51,54,64,69,72
3,7,8,12,18,19,20,21,29,69
10,15,18,29,34,42,51,62,69,75
8,12,14,18,34,54,56,64,69,70
9,14,18,34,51,54,63,64,69,72
9,10,18,22,51,52,62,72,74,75
14,18,29,34,42,54,63,64,69,75
10,14,18,29,34,42,51,62,69,75
8,11,12,18,34,54,56,63,64,69
10,15,18,29,34,36,54,62,69,75
14,18,22,29,34,51,54,69,72,75
10,18,22,29,34,51,54,64,69,75
8,12,14,18,29,31,34,68,69,75
8,12,14,18,29,34,54,62,69,75
9,18,22,29,34,42,51,54,69,72
18,22,29,34,42,51,52,54,64,69
18,19,20,21,29,34,51,54,64,69
10,12,18,34,42,54,56,64,69,75
8,12,14,17,18,29,34,69,70,75
1,3,7,9,18,29,52,72,74,75
10,18,29,34,36,42,54,66,69,75
10,15,18,29,34,36,62,69,73,75
8,12,14,18,29,34,62,68,69,70
8,12,18,29,34,42,54,63,64,69
10,12,14,18,29,34,51,54,64,69
8,12,18,29,34,51,54,64,69,72
10,18,22,29,34,51,54,64,69,75
10,12,18,22,29,34,51,55,64,69
1,3,7,9,18,29,52,72,74,75
14,18,29,34,54,62,63,64,69,70
18,22,29,42,51,54,64,69,72,75
10,18,29,34,36,54,62,64,69,75
14,15,18,29,34,36,54,62,69,73
3,7,8,12,18,19,20,21,22,51
18,22,29,34,51,54,64,69,72,75
8,12,14,18,19,29,34,54,64,69
8,10,18,19,29,34,51,54,69,75
10,11,18,22,29,51,62,64,72,75
8,10,18,29,34,54,62,64,69,75
12,18,29,34,51,54,62,64,69,75
10,12,14,18,29,34,62,69,70,75
8,12,18,29,34,54,62,64,68,69
1,9,18,22,29,51,52,72,74,75
10,18,22,29,36,42,51,62,66,75
10,18,22,34,51,54,56,64,69,75
8,12,14,18,29,34,51,54,62,69
10,15,18,29,34,42,51,62,69,75
8,12,18,31,34,37,54,63,64,69
14,18,29,34,42,54,62,64,69,75
8,12,18,29,34,54,62,68,69,75
8,12,14,17,18,29,34,54,64,69
8,12,15,18,29,34,62,69,73,75
12,17,18,34,42,54,56,64,69,72
8,14,17,18,34,51,54,64,69,75
10,12,18,29,34,51,54,62,69,75
18,22,34,42,51,56,65,69,72,75
12,14,18,29,34,36,54,64,69,75
14,15,18,29,31,32,34,62,68,69
8,14,18,22,34,51,54,64,69,72
10,18,22,29,42,51,54,64,69,75
10,18,19,34,51,54,56,64,69,75
10,18,29,34,36,42,54,62,69,75
8,18,19,22,29,34,51,54,69,75
10,18,22,29,36,51,54,69,72,75
11,15,18,22,29,36,42,51,62,64
10,14,15,18,29,34,54,62,69,75
