9,18,22,29,42,51,54,64,69,72
8,11,12,18,19,20,21,29,37,67
8,12,18,19,20,29,34,54,64,69
9,18,22,29,42,51,55,69,72,75
10,14,18,29,34,42,54,64,69,75
3,7,11,18,19,20,21,29,64,75
14,17,23,34,54,62,63,64,69,70
10,15,18,29,36,56,62,66,73,75
10,14,18,29,34,54,55,64,69,75
10,15,18,29,34,36,62,66,73,75
2,6,8,11,12,18,19,29,33,37
14,15,18,29,34,36,62,69,73,75
10,15,18,29,30,36,42,62,66,75
9,10,18,22,29,36,51,64,72,75
6,8,11,12,18,19,20,21,64,65
10,15,18,30,34,36,42,62,66,75
3,7,8,12,18,19,20,21,29,55
8,18,22,29,34,51,54,64,68,69
12,14,15,18,34,54,62,64,69,73
11,18,19,29,34,54,55,63,64,69
10,12,18,29,36,42,51,55,66,75
7,11,18,19,20,21,29,54,64,69
8,10,15,18,34,51,54,62,69,75
10,18,22,29,42,51,69,72,74,75
10,14,18,29,34,54,62,64,69,75
18,22,29,36,42,51,62,64,69,75
9,18,22,29,51,55,64,69,72,74
10,18,29,34,36,42,54,62,69,75
9,10,18,29,42,51,52,72,74,75
11,14,17,18,29,34,54,63,64,69
8,10,12,18,34,54,56,63,64,69
1,3,7,8,12,18,19,20,21,34
10,18,29,42,54,56,64,66,69,75
8,12,14,17,18,29,34,54,64,69
9,10,18,22,36,51,52,72,74,75
8,12,18,19,29,34,51,54,69,75
18,19,34,51,54,63,64,69,72,75
8,9,12,18,19,22,29,42,51,72
11,14,15,17,18,34,54,63,64,69
1,3,9,18,42,51,52,72,74,75
14,18,29,34,36,54,62,64,69,75
18,22,29,34,42,51,54,64,69,75
10,18,22,29,34,42,51,62,66,75
10,15,18,29,30,36,42,62,66,75
9,18,19,22,29,34,51,54,69,72
9,18,22,29,36,51,62,72,74,75
14,15,18,29,31,32,34,68,69,70
14,15,18,34,54,62,64,69,73,75
11,18,19,51,54,56,63,64,69,72
6,11,12,18,19,29,51,54,64,69
8,12,14,18,19,29,34,54,64,69
6,8,12,18,19,20,21,29,33,49
8,12,14,17,18,29,34,54,64,69
1,11,18,37,52,54,63,64,67,69
10,18,34,36,42,54,56,62,69,75
8,10,12,18,29,36,42,62,66,75
5,8,15,18,29,30,36,62,73,75
1,18,22,34,42,51,54,64,69,75
6,10,18,29,42,54,62,64,69,75
6,18,19,22,34,37,42,51,69,72
14,15,18,23,29,34,54,68,69,70
8,12,18,29,42,51,53,55,69,75
10,12,18,29,34,42,54,62,69,75
5,11,18,29,31,32,53,64,67,68
10,18,29,34,36,42,56,62,69,75
8,12,14,15,18,29,34,42,62,69
8,12,18,29,38,42,51,56,64,69
10,12,18,29,34,54,62,64,69,75
1,9,18,29,48,52,62,64,72,74
8,10,12,18,29,42,51,55,62,75
18,22,29,34,36,42,51,54,55,69
4,9,18,19,29,34,51,64,69,72
10,11,18,29,34,54,63,64,69,75
14,15,18,29,34,54,62,64,69,75
3,7,18,19,20,21,49,51,52,72
10,18,22,29,34,42,51,55,69,75
6,9,18,22,29,37,42,51,62,72
8,10,18,29,34,36,54,62,69,75
10,18,22,38,42,49,51,64,69,75
15,18,29,30,36,42,55,62,73,75
10,14,18,22,34,54,62,64,69,75
8,12,17,18,34,54,56,64,69,75
10,18,22,29,42,51,54,69,72,75
10,15,18,29,34,36,42,56,62,75
3,6,7,18,19,20,21,29,37,67
9,18,22,29,42,51,52,64,69,72
10,18,22,29,34,36,42,51,69,75
9,18,22,34,42,51,54,64,69,72
10,18,29,34,42,54,64,69,72,75
8,12,18,29,34,51,54,56,69,75
8,12,18,29,34,52,54,63,64,69
10,18,22,34,36,54,62,64,69,75
5,8,11,12,18,29,53,55,64,71
8,12,14,15,18,29,34,54,69,75
8,10,18,19,29,34,42,62,69,75
10,18,22,29,34,36,42,51,66,75
8,14,15,18,29,34,62,69,73,75
10,15,18,29,34,36,42,51,62,75
14,18,19,22,29,34,51,54,64,69
8,10,15,18,22,29,42,51,62,73
